15_4_P_S_F__4,15,4,23.55,2.57,21.28,19.25,68.67
15_4_P_S_M__0,15,4,23.58,2.49,25.09,14.0,56.29
15_4_P_S_M__1,15,4,26.12,2.57,23.37,20.25,70.25
15_4_P_S_M__2,15,4,24.38,2.48,25.03,17.69,65.29
15_4_P_S_M__3,15,4,25.88,2.55,23.1,16.81,67.67
15_4_P_S_M__4,15,4,23.5,2.46,23.59,16.0,66.57
15_4_Se_R_A__0,15,4,23.48,21.74,126.66,16.5,63.0
15_4_Se_R_A__1,15,4,23.2,18.65,121.17,18.25,66.83
15_4_Se_R_A__2,15,4,22.8,17.07,122.35,17.12,54.67
15_4_Se_R_A__3,15,4,25.25,19.93,117.74,17.56,62.17
15_4_Se_R_A__4,15,4,20.89,21.97,124.42,14.81,52.33
15_4_Se_R_F__0,15,4,22.41,19.55,130.41,14.06,44.1
15_4_Se_R_F__1,15,4,21.97,15.72,114.57,14.25,65.43
15_4_Se_R_F__2,15,4,24.69,18.96,125.8,16.5,63.25
15_4_Se_R_F__3,15,4,22.38,21.04,117.02,13.69,65.14
15_4_Se_R_F__4,15,4,20.64,19.07,129.19,14.31,64.29
15_4_Se_R_M__0,15,4,24.12,16.76,123.54,16.44,58.71
15_4_Se_R_M__1,15,4,24.58,20.12,121.36,18.12,80.33
15_4_Se_R_M__2,15,4,24.48,21.71,128.22,17.5,71.57
15_4_Se_R_M__3,15,4,25.03,19.23,122.32,17.94,72.43
15_4_Se_R_M__4,15,4,25.14,16.62,126.47,20.81,77.57
15_4_Se_S_A__0,15,4,22.3,19.44,23.39,14.94,71.5
15_4_Se_S_A__1,15,4,23.14,17.92,23.22,16.19,79.2
15_4_Se_S_A__2,15,4,23.12,16.68,24.35,15.0,90.75
15_4_Se_S_A__3,15,4,24.42,15.68,22.03,15.81,77.75
15_4_Se_S_A__4,15,4,23.83,19.83,22.87,18.81,87.2
15_4_Se_S_F__0,15,4,24.86,16.74,22.96,17.19,68.38
15_4_Se_S_F__1,15,4,22.45,17.89,25.54,12.81,49.12
15_4_Se_S_F__2,15,4,24.58,19.11,24.54,14.5,76.5
15_4_Se_S_F__3,15,4,24.64,19.56,23.83,15.69,68.71
15_4_Se_S_F__4,15,4,21.41,18.18,23.52,16.5,80.43
15_4_Se_S_M__0,15,4,23.0,19.12,25.24,17.19,72.0
15_4_Se_S_M__1,15,4,23.09,16.04,22.92,17.94,68.57
15_4_Se_S_M__2,15,4,24.59,17.3,24.27,15.75,66.17
15_4_Se_S_M__3,15,4,21.17,16.16,21.81,14.0,78.0
15_4_Se_S_M__4,15,4,24.27,18.01,22.95,16.19,75.5
15_8_P_R_A__0,15,8,21.48,2.65,126.25,15.5,61.0
15_8_P_R_A__1,15,8,23.98,2.51,121.62,14.31,61.4
15_8_P_R_A__2,15,8,23.28,2.52,122.87,12.5,50.4
15_8_P_R_A__3,15,8,23.01,2.45,114.05,12.31,46.17
15_8_P_R_A__4,15,8,24.56,2.51,127.15,16.62,54.0
15_8_P_R_F__0,15,8,24.73,2.49,120.91,17.31,80.43
15_8_P_R_F__1,15,8,20.38,2.56,115.27,10.69,46.57
15_8_P_R_F__2,15,8,23.62,2.62,119.16,12.56,44.0
15_8_P_R_F__3,15,8,23.25,2.52,130.29,12.19,48.88
15_8_P_R_F__4,15,8,26.04,2.48,127.9,17.81,64.56
15_8_P_R_M__0,15,8,24.45,2.64,130.24,14.88,53.86
15_8_P_R_M__1,15,8,23.13,2.49,129.54,12.38,64.8
15_8_P_R_M__2,15,8,23.72,2.57,119.12,15.0,54.29
15_8_P_R_M__3,15,8,23.34,2.46,111.99,12.38,46.0
15_8_P_R_M__4,15,8,22.3,2.51,117.3,13.81,71.6
15_8_P_S_A__0,15,8,23.33,2.36,24.2,14.44,62.6
15_8_P_S_A__1,15,8,23.41,2.51,25.16,13.19,48.17
15_8_P_S_A__2,15,8,23.23,2.56,22.66,14.19,59.2
15_8_P_S_A__3,15,8,23.58,2.51,22.5,11.56,44.4
15_8_P_S_A__4,15,8,20.77,2.52,24.66,11.19,50.6
15_8_P_S_F__0,15,8,24.27,2.6,25.25,16.88,61.78
15_8_P_S_F__1,15,8,23.33,2.45,21.07,13.0,57.57
15_8_P_S_F__2,15,8,23.0,2.38,23.07,14.56,62.38
15_8_P_S_F__3,15,8,23.93,2.57,24.12,16.75,59.56
15_8_P_S_F__4,15,8,22.52,2.45,23.34,13.31,57.71
15_8_P_S_M__0,15,8,25.46,2.73,23.59,15.06,49.5
15_8_P_S_M__1,15,8,23.11,2.71,23.11,16.12,50.5
15_8_P_S_M__2,15,8,23.66,2.51,24.23,16.5,53.0
15_8_P_S_M__3,15,8,23.47,2.56,23.37,13.06,64.8
15_8_P_S_M__4,15,8,23.45,2.6,24.57,13.81,60.17
15_8_Se_R_A__0,15,8,22.59,16.94,128.88,13.06,39.71
15_8_Se_R_A__1,15,8,23.36,18.48,121.55,14.19,57.67
15_8_Se_R_A__2,15,8,24.65,19.65,125.82,14.44,44.71
15_8_Se_R_A__3,15,8,24.73,17.81,117.84,12.5,52.67
15_8_Se_R_A__4,15,8,21.98,17.92,120.99,12.56,51.6
15_8_Se_R_F__0,15,8,25.58,17.69,117.5,16.31,54.0
15_8_Se_R_F__1,15,8,27.84,19.06,119.97,18.38,64.89
15_8_Se_R_F__2,15,8,22.73,18.0,123.54,12.44,65.33
15_8_Se_R_F__3,15,8,24.52,16.95,123.91,17.81,59.4
15_8_Se_R_F__4,15,8,23.46,19.82,126.99,13.88,60.14
15_8_Se_R_M__0,15,8,22.19,19.46,120.55,13.5,63.17
15_8_Se_R_M__1,15,8,22.32,18.82,123.7,16.31,58.0
15_8_Se_R_M__2,15,8,24.46,19.71,132.0,16.0,57.75
15_8_Se_R_M__3,15,8,22.63,18.0,121.92,11.88,47.5
15_8_Se_R_M__4,15,8,23.02,18.27,115.61,10.81,38.86
15_8_Se_S_A__0,15,8,23.14,18.26,22.45,14.25,62.6
15_8_Se_S_A__1,15,8,24.59,17.44,23.79,13.94,51.67
15_8_Se_S_A__2,15,8,23.08,18.54,21.65,11.5,63.5
15_8_Se_S_A__3,15,8,23.32,19.5,24.66,12.94,55.2
15_8_Se_S_A__4,15,8,21.79,17.86,23.47,14.06,54.4
15_8_Se_S_F__0,15,8,23.63,16.82,23.09,15.12,58.5
15_8_Se_S_F__1,15,8,21.95,18.95,25.1,12.94,54.62
15_8_Se_S_F__2,15,8,22.68,18.13,22.0,14.19,50.67
15_8_Se_S_F__3,15,8,24.67,17.93,24.58,16.25,63.0
